1552125128941999000,0
1552125128962042000,0
1552125128982750000,0
1552125129002991000,0
1552125129022634000,0
1552125129043000000,0
1552125129062612000,0
1552125129083624000,0
1552125129102247000,0
1552125129121606000,0
1552125129142239000,0
1552125129162996000,0
1552125129181739000,0
1552125129202992000,0
1552125129222492000,0
1552125129243122000,0
1552125129262409000,0
1552125129283359000,0
1552125129302988000,0
1552125129323363000,0
1552125129341994000,0
1552125129362049000,0
1552125129383362000,0
1552125129402029000,0
1552125129422237000,0
1552125129442046000,0
1552125129462290000,0
1552125129483236000,0
1552125129502989000,0
1552125129523237000,0
1552125129541997000,0
1552125129562184000,0
1552125129583121000,0
1552125129603117000,0
1552125129622153000,0
1552125129643242000,0
1552125129663241000,0
1552125129683365000,0
1552125129703245000,0
1552125129723238000,0
1552125129742036000,0
1552125129763235000,0
1552125129782993000,0
1552125129802240000,0
1552125129823234000,0
1552125129842239000,0
1552125129861988000,0
1552125129882995000,0
1552125129902988000,0
1552125129923118000,0
1552125129942044000,0
1552125129963125000,0
1552125129981746000,0
1552125130002111000,0
1552125130022035000,0
1552125130042989000,0
1552125130062048000,0
1552125130082994000,0
1552125130102995000,0
1552125130123114000,0
1552125130141991000,0
1552125130163119000,0
1552125130182742000,0
1552125130203118000,0
1552125130222039000,0
1552125130243112000,0
1552125130262993000,0
1552125130282747000,0
1552125130303118000,0
1552125130322149000,0
1552125130341993000,0
1552125130362162000,0
1552125130382862000,0
1552125130403115000,0
1552125130421975000,0
1552125130442119000,0
1552125130462025000,0
1552125130482869000,0
1552125130503125000,0
1552125130523114000,0
1552125130543114000,0
1552125130562235000,0
1552125130582744000,0
1552125130602239000,0
1552125130621764000,0
1552125130643122000,0
1552125130662151000,0
1552125130682991000,0
1552125130702996000,0
1552125130722748000,0
1552125130742025000,0
1552125130763114000,0
1552125130782869000,0
1552125130802245000,0
1552125130822180000,0
1552125130843250000,0
1552125130863114000,0
1552125130882866000,0
1552125130903114000,0
1552125130922520000,0
1552125130942152000,0
1552125130962185000,0
1552125130982873000,0
1552125131003117000,0
1552125131022538000,0
1552125131043121000,0
1552125131062991000,0
1552125131082868000,0
1552125131103117000,0
1552125131123363000,0
1552125131143110000,0
1552125131163236000,0
1552125131181917000,0
1552125131202364000,0
1552125131223241000,0
1552125131243236000,0
1552125131263121000,0
1552125131282868000,0
1552125131303615000,0
1552125131321981000,0
1552125131343363000,0
1552125131362234000,0
1552125131382864000,0
1552125131403119000,0
1552125131422147000,0
1552125131443111000,0
1552125131462166000,0
1552125131482868000,0
1552125131503118000,0
1552125131522986000,0
1552125131543121000,0
1552125131563116000,0
1552125131582872000,0
1552125131603113000,0
1552125131622865000,0
1552125131643114000,0
1552125131663118000,0
1552125131682876000,0
1552125131703119000,0
1552125131722745000,0
1552125131743124000,0
1552125131762117000,0
1552125131782866000,0
1552125131803114000,0
1552125131822625000,0
1552125131842119000,0
1552125131862184000,0
1552125131882875000,0
1552125131903127000,0
1552125131922869000,0
1552125131943113000,0
1552125131963239000,0
1552125131982868000,0
1552125132002302000,0
1552125132022543000,0
1552125132042366000,0
1552125132062365000,0
1552125132083862000,0
1552125132102362000,0
1552125132122560000,0
1552125132142186000,0
1552125132163257000,0
1552125132182881000,0
1552125132203255000,0
1552125132223241000,0
1552125132242162000,0
1552125132263118000,0
1552125132282866000,0
1552125132303104000,0
1552125132322505000,0
1552125132342194000,0
1552125132363116000,0
1552125132382998000,0
1552125132403259000,0
1552125132423110000,0
1552125132443112000,0
1552125132463240000,0
1552125132482989000,0
1552125132503118000,0
1552125132523236000,0
1552125132543115000,0
1552125132563359000,0
1552125132582866000,0
1552125132603242000,0
1552125132623108000,0
1552125132643234000,0
1552125132663109000,0
1552125132682994000,0
1552125132703127000,0
1552125132723362000,0
1552125132743116000,0
1552125132763234000,0
1552125132782868000,0
1552125132802402000,0
1552125132823359000,0
1552125132842365000,0
1552125132863119000,0
1552125132882994000,0
1552125132903115000,0
1552125132923363000,0
1552125132943114000,0
1552125132963235000,0
1552125132982994000,0
1552125133003275000,0
1552125133023241000,0
1552125133043112000,0
1552125133063366000,0
1552125133082990000,0
1552125133103241000,0
1552125133123235000,0
1552125133143238000,0
1552125133163239000,0
1552125133182994000,0
1552125133202367000,0
1552125133223238000,0
1552125133243490000,0
1552125133263238000,0
1552125133282991000,0
1552125133303129000,0
1552125133323234000,0
1552125133343115000,0
1552125133363234000,0
1552125133383001000,0
1552125133403241000,0
1552125133423366000,0
1552125133443238000,0
1552125133463242000,0
1552125133482991000,0
1552125133503245000,0
1552125133522363000,0
1552125133542368000,0
1552125133562491000,0
1552125133582994000,0
1552125133603244000,0
1552125133623236000,0
1552125133643240000,0
1552125133663113000,0
1552125133683002000,0
1552125133703128000,0
1552125133723252000,0
1552125133743115000,0
1552125133763234000,0
1552125133782991000,0
1552125133803245000,0
1552125133823115000,0
1552125133843238000,0
1552125133863117000,0
1552125133882993000,0
1552125133903247000,0
1552125133922740000,0
1552125133943114000,0
1552125133963237000,0
1552125133982990000,0
1552125134003237000,0
1552125134023234000,0
1552125134043241000,0
1552125134063128000,0
1552125134082993000,0
1552125134103118000,0
1552125134123364000,0
1552125134143116000,0
1552125134163360000,0
1552125134182991000,0
1552125134203489000,0
1552125134223111000,0
1552125134243238000,0
1552125134263485000,0
1552125134282993000,0
1552125134302543000,0
1552125134322497000,0
1552125134343244000,0
1552125134363363000,0
1552125134382994000,0
1552125134403492000,0
1552125134423364000,0
1552125134443491000,0
1552125134463241000,0
1552125134482992000,0
1552125134503242000,0
1552125134523237000,0
1552125134543114000,0
1552125134563359000,0
1552125134582989000,0
1552125134603247000,0
1552125134623239000,0
1552125134643232000,0
1552125134663115000,0
1552125134683116000,0
1552125134703128000,0
1552125134723239000,0
1552125134743111000,0
1552125134763243000,0
1552125134782993000,0
1552125134803369000,0
1552125134823242000,0
1552125134843233000,0
1552125134863238000,0
1552125134883117000,0
1552125134903370000,0
1552125134923365000,0
1552125134943361000,0
1552125134963362000,0
1552125134983118000,0
1552125135003737000,0
1552125135023736000,0
1552125135042489000,0
1552125135062487000,0
1552125135083116000,0
1552125135103243000,0
1552125135123358000,0
1552125135143113000,0
1552125135163361000,0
1552125135183117000,0
1552125135203364000,0
1552125135223236000,0
1552125135243234000,0
1552125135263113000,0
1552125135283116000,0
1552125135303121000,0
1552125135323364000,0
1552125135343233000,0
1552125135363365000,0
1552125135383121000,0
1552125135403365000,0
1552125135422166000,0
1552125135443362000,0
1552125135462281000,0
1552125135483116000,0
1552125135502418000,0
1552125135522485000,0
1552125135543376000,0
1552125135562485000,0
1552125135583121000,0
1552125135603754000,0
1552125135623742000,0
1552125135643488000,0
1552125135663488000,0
1552125135683122000,0
1552125135703490000,0
1552125135723387000,0
1552125135743737000,0
1552125135762496000,0
1552125135784109000,0
1552125135802490000,0
1552125135823365000,0
1552125135843362000,0
1552125135863234000,0
1552125135883126000,0
1552125135903247000,0
1552125135923363000,0
1552125135943370000,0
1552125135963361000,0
1552125135983121000,0
1552125136003365000,0
1552125136023236000,0
1552125136043364000,0
1552125136063242000,0
1552125136083123000,0
1552125136103242000,0
1552125136123360000,0
1552125136143239000,0
1552125136163367000,0
1552125136183114000,0
1552125136203366000,0
1552125136223247000,0
1552125136243362000,0
